Official Symbol Interactor A,Official Symbol Interactor B
MDM2,SNAI2
RPL4,MDM2
MDM2,RPL4
RPL4,MDM2
RPL4,TP53
RPL4,RPL5
MDM2,TP53
MDM2,RPL5
MDM2,RPL11
MDM2,NOLC1
MDM2,DDX42
MDM2,MAP2
MDM2,NUCKS1
MDM2,RRP1
MDM2,RBBP6
MDM2,PDS5A
MDM2,RPL36A
MDM2,UBTF
MDM2,TP53RK
MDM2,RPL15
MDM2,NPIPB3
MDM2,HMGN1
MDM2,MAP1LC3A
MDM2,PRDM2
MDM2,KIAA1551
PBXIP1,MDM2
MDM2,PBXIP1
MDM2,TP53
EGFR,CBL
CBL,EGFR
EGFR,GRB2
GRB2,EGFR
TP53,TRIM65
TP53,MDM2
TP53,MDM2
ITGB3,SHC1
ITGB3,PTK2
PIK3R1,SHC1
PIK3R1,PTK2
NFATC2,IKZF1
NFATC1,IKZF1
NFATC2,IKZF1
FZR1,CDC27
ASH2L,KMT2C
ASH2L,KMT2B
EGFR,IQGAP1
ERBB2,HSP90AA1
SHC3,EGFR
TP53,TP53
TP53,TP53
JAK2,EGFR
CAV1,EGFR
PLA2G2A,ITGB3
ITGA2B,ITGB3
PINK1,PARK2
PARK2,PINK1
SPOP,DDIT3
DDIT3,SPOP
CDC27,ANAPC1
CDC27,ANAPC2
CDC27,BUB1B
CDC27,ANAPC4
CDC27,ANAPC5
CDC27,CDC16
CDC27,ANAPC7
CDC27,CDC23
CDC27,CDC20
CDC27,BUB3
CDC20,CDC27
CDC20,CDC27
CDC27,ANAPC1
CDC27,CDC23
CDC27,CDC20
CDC27,PTTG1
CDC27,CDC20
BLM,MLH1
ERBB2,EGFR
ERBB3,EGFR
FGFR1,FGF1
FGFR1,FGF2
FGFR1,FGF3
FGFR1,FGF5
FGFR1,FGF6
FGFR1,FGF8
FGFR1,FGF9
FGFR1,FGF10
FGFR1,FGF17
FGFR2,FGF6
NFATC2,IKZF1
NFATC1,IKZF1
NFATC1,TRRAP
NFATC2,TRRAP
NFATC2,RB1
SMURF1,HIP1
SMURF1,PDGFRA
UBE3A,TP53
PIAS4,PRKCZ
PRKCZ,PIAS4
BCL2L12,TP53
BCL2L1,TP53
MDM2,TP53
PIK3CA,AKT1
PIK3CA,PDK1
PIK3CA,CYTH3
PIK3CA,CYTH2
HSP90AA1,ERBB2
HSP90AA1,CDK4
MDM2,TP53
PTGS2,TP53
PTGS2,TP53
TP53,PTGS2
TP53,PTGS2
TP53,DGKZ
DGKZ,TP53
TP53,DGKZ
TP53,TSNAX
TP53,KIF2A
HSPA1A,TP53
HSPA8,TP53
TP53,HSPA1A
TP53,HSPA8
MAPK9,NFATC2
PTEN,NGB
PDGFRA,Pik3r1
CD44,EGFR
CD44,FGFR1
EGFR,CD44
EGFR,EGFR
PTPRU,EGFR
PTPRB,EGFR
EGFR,FAM129B
EGFR,FAM129B
EGFR,FAM129B
PTK2,PTEN
BCAR1,PTEN
PTEN,PTK2
PTEN,PTK2
EGFR,ERRFI1
EGFR,ERRFI1
SRC,ERRFI1
ERRFI1,EGFR
EGFR,ERRFI1
IDH1,IDH1
CD44,EGFR
FLT1,PIK3R1
PIK3R1,FLT1
ERBB2,ITGAV
ITGAV,ERBB2
SPTA1,SPTA1
ERRFI1,ACBD3
ERRFI1,AOX1
ERRFI1,ARRDC5
ERRFI1,KIAA0226L
ERRFI1,CRHBP
ERRFI1,DCTN6
ERRFI1,EFEMP1
ERRFI1,FAM96B
ERRFI1,GAS1
ERRFI1,GNPDA2
ERRFI1,GRB2
ERRFI1,GTF2H2
ERRFI1,AGPAT4-IT1
ERRFI1,HYDIN
ERRFI1,IL2RG
ERRFI1,COPS5
ERRFI1,LINC00998
ERRFI1,MFSD5
ERRFI1,MMP26
ERRFI1,NEU1
ERRFI1,NPC2
ERRFI1,OSTF1
ERRFI1,PAPSS1
ERRFI1,PCCA
ERRFI1,PCNA
ERRFI1,PDCD2
ERRFI1,PHYHIPL
ERRFI1,PLEKHA3
ERRFI1,PPIA
ERRFI1,PSMA7
ERRFI1,PSMB6
ERRFI1,RAB18
ERRFI1,SH3YL1
ERRFI1,SLC7A13
ERRFI1,STX8
ERRFI1,TC2N
ERRFI1,TIMP4
ERRFI1,TM2D3
ERRFI1,ADAM5
ERRFI1,TMEM165
ERRFI1,TMEM59
ERRFI1,WDR61
ERRFI1,YWHAB
ERRFI1,ZPBP
ERRFI1,STX8
AHSA1,IQGAP1
ANGPT2,TEK
EGFR,EGF
C1orf131,IQGAP1
TSSC1,PIK3CA
FN1,ITGB1
FN1,ITGA5
MET,EGFR
FGFR1,RPS6KA1
FGFR1,SLA
FGFR1,PIK3R1
FGFR1,PIK3R2
FGFR1,PLCG1
FGFR1,SH3BP2
FGFR1,NCK2
FGFR1,TENC1
FGFR1,RTN1
FGFR1,RTN3
FGFR1,RPS6KA1
RPS6KA1,FGFR1
NF1,APP
PVRL1,FGFR1
FGF1,FGFR1
LRIG2,EGFR
KRAS,PIK3CA
BRAF,MAPK1
KRAS,EGFR
EGFR,TGFA
EGFR,EGFR
EGFR,EGF
EGFR,EGFR
EGFR,EGF
EGFR,EGF
EGFR,EGFR
EGFR,EGFR
EGFR,EGF
EGFR,EGFR
VEGFA,KDR
ITGB3,KDR
ITGB3,KDR
KDR,SHC2
KDR,NCK1
KDR,SHC2
EGFR,BBC3
TP53,SP1
SP1,TP53
EGFR,PLCG1
EGFR,PLCB1
EGFR,EGFR
CDK9,TP53
CDK9,TP53
TP53,CDK9
TP53,CDK9
CDK9,TP53
KDR,SHC2
EGFR,GSTP1
RASD2,PIK3R1
RASD2,PIK3R1
TP53,CDKN1C
TP53,HBB
TP53,PPP2R1A
TP53,EEA1
L1CAM,EGFR
L1CAM,ERBB2
MDM2,SP1
SP1,MDM2
BMI1,ATRX
BMI1,ATRX
TP53,HDAC1
HDAC1,TP53
HDAC1,TP53
DNM2,PIK3R1
DNM2,PDGFRA
PTPN11,PDGFRA
CDKN1B,CDK6
CDKN1B,CDK4
FRS2,GRB2
FRS2,PTPN11
GAB1,FRS2
GAB2,FRS2
FRS2,Ptpn11
FRS2,Grb2
FRS2,Gab1
EGFR,RRAD
RRAD,EGFR
MAPK14,TP53
MAPK14,TP53
GLTSCR2,TP53
TP53,GLTSCR2
GLTSCR2,TP53
TP53,TP53
EIF2AK2,TP53
TP53,EIF2AK2
EGFR,PTPN1
PTPN1,EGFR
EGFR,EGF
EGFR,MIF
MIF,EGFR
YWHAH,NF1
NF1,YWHAH
FGF1,FGFR1
ELMO1,BAI3
CCND1,CDK4
CDKN1A,CDK4
CCND1,CDK4
CDKN1A,CDK4
CDK4,CDKN1A
ERBB2,ITGB1
ERBB2,PTK2
PTK2,ERBB2
CCND1,CDK4
CCND1,CDK6
HSP90AA1,TP53
HSP90AA1,TP53
NF1,PML
TP53,CSNK2A1
CSNK2A1,TP53
SH3GL2,EGFR
EGFR,SH3GL2
LRRK2,TP53
LRRK2,TP53
TP53,LRRK2
HIP1,EGFR
EPHA4,FGFR1
FGFR1,EPHA4
FGFR1,YES1
YES1,FGFR1
YES1,FGFR1
KAT5,TRRAP
EPC1,TRRAP
MBTD1,TRRAP
MBTD1,TRRAP
MDM2,TP53
MDM2,TP53
MDM2,MDM4
MDM2,MDM4
MDM2,MDM2
ERCC1,EGFR
FGF2,FGFR1
EGFR,ERCC1
ERCC1,EGFR
EGFR,ERCC1
EGFR,ERCC4
EGFR,CLCN5
EGFR,MCM4
EGFR,APEX1
EGFR,NCL
EGFR,NPM1
EGFR,PARP1
EGFR,LMNA
EGFR,FUS
EGFR,ERCC2
EGFR,TRIM28
EGFR,XRN2
EGFR,MCM3
EGFR,MCM6
EGFR,FEN1
EGFR,ILF2
EGFR,ILF3
EGFR,DHX9
EGFR,BRE
EGFR,TOP1
PER2,TP53
TP53,PER2
BCL2L1,PARK2
PARK2,BCL2L1
PARK2,BCL2L1
AURKA,ATRX
AURKA,TRRAP
USP21,SYNE1
GLI1,USP21
USP21,KCTD11
USP21,GLI1
PTEN,WWP2
WWP2,PTEN
PTEN,WWP2
MDM2,MDM4
RPL11,MDM2
MDM2,TP53
CDC73,FLG2
CDKN2A,CDK4
CDKN2A,CCND1
CDKN2A,KAT2B
PTEN,SPOP
MET,EGFR
ATOH1,TRRAP
MDM2,MDM2
MDM2,TP53
vif,MDM2
MDM2,vif
TP53,PCNA
TP53,PCNA
TP53,POLI
TP53,POLI
TRAF6,NF1
MDM2,GTF2I
GTF2I,MDM2
ATXN3,TP53
ATXN3,TP53
ATXN3,TP53
TP53,ATXN3
ATXN3,TP53
TSG101,BCAR1
TSG101,BCAR1
PIK3R1,PIK3CA
CD28,PIK3R1
PIK3R1,CBLB
PIK3R1,CD247
SHARPIN,MDM2
MDM2,SHARPIN
PIK3R1,KBTBD2
KBTBD2,PIK3R1
PIK3R1,KBTBD2
PIK3R1,CUL3
MAPKAPK2,MDM2
CRBN,IKZF1
ZNF131,KMT2B
CCND1,CDC27
CDC27,CCND1
MDM2,USP7
MDM2,AR
MDM2,UBE2D1
MDM2,AR
TP53,USP15
USP15,TP53
MDM2,TP53
MDM2,USP15
CDK4,CCND1
CDK4,CCND2
CDK4,CCND3
CDK4,CDKN2B
CDK4,CDKN2C
CDK4,CDKN2D
CDK4,HOOK1
CDKN2C,AHCYL1
CDKN2C,CDK6
CDKN2C,NAGK
CDKN2C,NIF3L1
CDKN2C,REL
CDKN2C,TCF12
CDKN2C,TCF4
CRYBA4,GLI1
GALT,TNK2
HNF4A,DMD
MLH1,AP2B1
MLH1,CCDC33
MLH1,FAM208B
MLH1,MAGEA8
MLH1,MYOG
MLH1,SPERT
RAD51D,IKZF1
SH2D1A,TNK2
PTEN,PLK1
PLK1,PTEN
NEDD4,PTEN
CSNK2A1,PTEN
EP300,TP53
DDIT3,GABBR2
GABBR2,DDIT3
GABBR2,DDIT3
GABBR1,DDIT3
TP53,CYLD
CYLD,TP53
TP53,CYLD
USP21,TP53
OTUB1,TP53
STAMBP,TP53
CYLD,TP53
GLTSCR2,CDKN2A
CDKN2A,GLTSCR2
GLTSCR2,CDKN2A
GLTSCR2,CDKN2A
CDKN2A,GLTSCR2
CDKN2A,TRIP12
USP26,MDM2
EP300,TP53
USP11,SPTA1
Pparg,MLH1
Pparg,TRPV6
MDM2,MDM4
MDM2,FKBP1A
MDM4,MDM2
FKBP1A,MDM2
FKBP1A,MDM2
MDM2,MDM4
CHEK1,PTEN
BRCA1,PDGFRA
MTOR,PDGFRA
BRD4,PTEN
PDGFRA,TOP1
CDKN2A,RRM2
CHEK2,ERBB2
BRD4,RB1
ERBB2,TOP1
CDKN2A,IGF1R
CHEK1,PIK3CA
PIK3CA,RRM2
CDK4,VHL
CDK4,HDAC1
JAK2,PIK3R1
PTEN,VHL
PIK3R1,WEE1
BRAF,FGFR2
PDGFRA,VHL
BRAF,BRCA2
BRAF,VHL
KDM6A,MSH6
CDK9,PIK3CA
BRAF,FNTA
CDK4,PRKDC
PIK3R1,VHL
CDK4,CHEK2
HDAC6,PIK3CA
MTOR,PTEN
PDGFRA,RRM2
BRAF,HDAC2
BRCA1,RB1
CDK6,VHL
ERBB2,RRM2
KIT,RPS6KB1
BRAF,PIK3CA
CDK9,PDGFRA
CDK4,ERBB2
CDK6,FGFR3
BCL2,CDK4
CDK4,TOP1
ERBB2,SRC
BRAF,EGFR
NF1,PTEN
ADA,PTEN
HSP90AA1,PTEN
MET,PTEN
KDM6A,PTEN
CDK4,PTEN
CDKN2A,PTEN
BRAF,PTEN
KIT,TP53
KIT,SMO
TP53,BAG5
BAG5,TP53
TP53,MDM2
TP53,BAG5
TP53,STUB1
TP53,BAG2
CRBN,IKZF1
L1CAM,FGFR1
EGFR,LTK
LTK,EGFR
GRB2,EGFR
EGFR,GRB2
GRB2,EGFR
TP53,MDM2
MAPT,PIK3R1
PIK3R1,MAPT
PIK3R1,MAPT
TP53BP1,TP53
TP53,TP53BP1
MDM2,RPS14
RPS14,MDM2
TP53,MDM2
MDM2,TP53
NGFR,MDM2
MDM2,NGFR
NGFR,TP53
MDM2,NGFR
TP53,NGFR
TP53,MDM2
MDM2,TP53
TP53,NGFR
TP53,MDM2
TP53,MDM4
AIMP2,PARK2
HYPK,TP53
HYPK,QKI
CUL2,DCUN1D1
TP53,MDM2
L1CAM,FGFR1
EGFR,EGFR
PTEN,SLC9A3R1
FAS,CASP8
FAS,CFLAR
FAS,FADD
TRAF6,TP53
TRAF6,TP53
TP53,BAK1
TP53,MCL1
TP53,EP300
KDR,VEGFA
CTNND1,EGFR
WWP2,LTF
RFWD2,TP53
HERC2,TP53
ELMO1,CDC27
ELMO1,CDC27
ELMO2,CDC27
FOXO1,MDM2
TP53,TP53
TP53,SMG7
TP53,MDM2
TP53,SMG7
TP53,SMG7
SMG7,MDM2
SMG7,TP53
MDM2,SMG7
MDM2,TP53
MDM2,SMG7
ATM,MDM2
TP53,DNAJA1
DNAJA1,TP53
STUB1,TP53
TP53,STUB1
NF1,SDC2
KDR,APP
KDR,APP
APP,KDR
IRF1,MDM2
MDM2,ORF50
MDM2,ORF50
MDM2,ORF50
TP53,HIF1A
HIF1A,TP53
MDM2,TP53
RSL1D1,MDM2
MDM2,RSL1D1
MDM2,RSL1D1
AKTIP,EGFR
TP73,TP53
HUWE1,CDKN2A
IGFBP2,EGFR
EGFR,IGFBP2
IGFBP2,EGFR
TP53,TBP
TP53,RB1
PDGFRA,PDGFB
PDGFRA,PDGFRA
EP300,MDM2
MDM2,SIRT1
MDM2,SIRT6
MDM2,SIRT7
SIRT1,MDM2
SIRT2,MDM2
SIRT3,MDM2
SIRT1,MDM2
EGFR,CBL
BECN1,TP53
PDGFRA,PDGFRA
PDGFRA,PDGFA
PDGFRA,PDGFB
USP7,MDM2
PAK4,ITGB3
MMP2,ITGB3
MDM2,USP7
MDM2,MDM2
MDM2,KPNA1
MDM2,KPNA6
KPNA6,MDM2
EGFR,EGFR
RB1,FAM208A
PTEN,PTEN
PIK3R1,ERBB3
ERBB3,PIK3R1
NPM1,CDKN2A
AKT1,PIK3R1
AKT1,PIK3CA
GNB1,PIK3R1
GNB1,PIK3CA
PIK3R1,GNB1
PIK3R1,PIK3CA
PIK3R1,AKT1
IGF1R,MDM2
PTK2,PIK3R1
MDM2,AR
TP53,MDM2
TP53,TBPL1
TP53,MDM2
TP53,TBPL1
MDM2,TP53
TBPL1,TP53
MDM2,TP53
MDM2,MSI2
MDM2,NUMB
TP53,MDM2
TP53,MSI2
TP53,NUMB
EGFR,CDH2
ERBB2,CDH2
CDH2,EGFR
CDH2,ERBB2
CDK4,YBX3
YBX3,CDK4
EGFR,GRB2
EGFR,SHC1
SHC1,EGFR
FGFR1,FGFR1
EGFR,ITGB1
EGFR,EGFR
PTPN11,PIK3R1
TP53,TP53
TP53,MDM2
PTEN,PIK3R2
PTEN,PIK3R2
SIRT1,TP53
NDN,TP53
ACTA1,PIK3R1
EGFR,EGFR
EGFR,EGFR
EGFR,EGFR
TP53,PTEN
SHC1,EGFR
ZNF746,MYH11
ZNF746,RPL5
ZNF746,FASN
ZNF746,MSH6
TNK2,FGFR1
FGFR1,TNK2
FGFR1,AKT1
TNK2,FGFR1
EGFR,STAT3
E2F1,RB1
IQGAP1,HECTD1
SNAI1,TP53
USP17L2,CDK4
USP17L2,CDK6
CDK4,USP17L2
CDK6,USP17L2
CDK4,USP17L2
CDK6,USP17L2
AKT1,TNK2
AKT1,FGFR1
CDH1,DST
CDH1,EGFR
CDH1,ERBB2
CDH1,FASN
CDH1,IDH1
CDH1,IQGAP1
CDH1,FRS2
OTUD1,TP53
TP53,OTUD1
PHLDB3,MDM2
MDM2,PHLDB3
MDM2,PHLDB3
FNIP1,CDK4
FNIP1,BRAF
FNIP2,CDK4
FNIP2,BRAF
CREBBP,TP53
SIRT1,TP53
TP53,SIRT1
TP53,NDN
CCDC88A,EGFR
PTPN11,PIK3R1
ATM,TP53
PDP1,FGFR1
PDP1,EGFR
AXL,PIK3R1
BCR,PIK3R1
PIK3R1,GRB2
PIK3R1,GRB2
GRB2,PIK3R1
EGFR,SHC1
ERBB2,SHC1
EGFR,PTPN12
ERBB2,PTPN6
EGFR,PTPRR
ERBB2,PTPRR
EGFR,PTPN11
EGFR,PTPN6
EGFR,PTPN7
ERBB2,PTPN11
KDR,PTPN6
KDR,PTPN11
KDR,PTPN12
KDR,PTPRR
TEK,PTPN11
TEK,PTPRR
EGFR,PTPRA
EGFR,PTPRB
EGFR,PTPRH
EGFR,PTPRT
ERBB2,PTPRT
ERBB2,PTPRU
EGFR,PPM1A
EGFR,PPM1F
EGFR,PTPRH
EGFR,DUSP14
EGFR,DUSP18
EGFR,MPZL2
EGFR,SSH1
ERBB2,PTPRA
ERBB2,PTPRH
ERBB2,PTPRR
ERBB2,PTPN6
ERBB2,MPZL2
ERBB2,SSH1
EGFR,PTPRA
EGFR,SRC
EGFR,PTPRH
EGFR,FAM186A
EGFR,SRRM4
EGFR,CD300LB
EGFR,SMTNL1
EGFR,KRTAP16-1
EGFR,MYO9A
EGFR,BTBD18
EGFR,IGLL5
EGFR,RASA4B
EGFR,PGRMC1
EGFR,SUPT5H
EGFR,ACACB
EGFR,PTPRT
EGFR,TRAFD1
EGFR,EIF1AY
EGFR,SEC16A
EGFR,ZBTB22
EGFR,SPTLC1
EGFR,PMM2
EGFR,EPB41L2
EGFR,FOXO3
EGFR,HTATSF1
EGFR,DYRK3
EGFR,ZBTB14
EGFR,DHX16
EGFR,CEP104
EGFR,EIF5B
EGFR,NPHP4
EGFR,DNAJC13
EGFR,SPAG7
EGFR,TOMM70A
EGFR,SLITRK3
EGFR,OR2F2
EGFR,LUC7L3
EGFR,LCA5L
EGFR,ABCA1
EGFR,HERC2
EGFR,PAK4
EGFR,DHFR
EGFR,EGFR
EGFR,IGKC
EGFR,HLA-B
EGFR,COL1A1
EGFR,AHSG
EGFR,ESR1
EGFR,MAS1
EGFR,KRT1
EGFR,ATP1A1
EGFR,HMGN2
EGFR,RPLP2
EGFR,SSB
EGFR,CTSD
EGFR,HSPA8
EGFR,COL1A2
EGFR,KRT16
EGFR,HMGB1
EGFR,PARP1
EGFR,FAM66E
EGFR,ZCCHC18
EGFR,HSPA5
EGFR,CKMT1A
EGFR,DRD2
EGFR,HSP90B1
EGFR,GLUL
EGFR,H2AFX
EGFR,HMGA1
EGFR,DDX5
EGFR,TCP1
EGFR,RPL7
EGFR,CD58
EGFR,NCL
EGFR,NF1
EGFR,IGHV1-2
EGFR,PPIB
EGFR,RPS3
EGFR,EIF4B
EGFR,TNC
EGFR,PSMA3
EGFR,PSMA4
EGFR,U2AF2
EGFR,CNTF
EGFR,HMGB2
EGFR,EEF1G
EGFR,DPP4
EGFR,APEX1
EGFR,MAP4
EGFR,CANX
EGFR,HSD11B1
EGFR,POLR2A
EGFR,GABRA3
EGFR,KRT9
EGFR,TRIM23
EGFR,LONP1
EGFR,HSPA9
EGFR,RPL3
EGFR,RPS27
EGFR,GRIK4
EGFR,TUFM
EGFR,ALDH7A1
EGFR,RBM25
EGFR,EMD
EGFR,RPL14
EGFR,IDH3G
EGFR,IRAK1
EGFR,KCNQ1
EGFR,HDGF
EGFR,BTAF1
EGFR,SUB1
EGFR,RRAD
EGFR,CSE1L
EGFR,MFAP1
EGFR,EIF3B
EGFR,SESN2
EGFR,KRTAP10-9
EGFR,RPS20
EGFR,S100A10
EGFR,HNRNPK
EGFR,CNBP
EGFR,RAB1A
EGFR,TRA2B
EGFR,YBX1
EGFR,EIF4G2
EGFR,NTHL1
EGFR,XIAP
EGFR,RBM10
EGFR,SRSF2
EGFR,AKAP17A
EGFR,RPL6
EGFR,SRSF11
EGFR,SLC3A1
EGFR,LRP1
EGFR,SSRP1
EGFR,RASGEF1B
EGFR,MIR22HG
EGFR,C5orf28
EGFR,KIF1A
EGFR,BPTF
EGFR,CSTF3
EGFR,G3BP1
EGFR,TCOF1
EGFR,PDAP1
EGFR,TCIRG1
EGFR,HDAC1
EGFR,CDK13
EGFR,CIRBP
EGFR,LRP8
EGFR,PDE1C
EGFR,UBAP2L
EGFR,CAPRIN1
EGFR,RBM39
EGFR,DIP2A
EGFR,CBX2
EGFR,GRM4
EGFR,STIL
EGFR,DIXDC1
EGFR,HERC1
EGFR,E2F4
EGFR,MICB
EGFR,MRGPRG-AS1
EGFR,P3H1
EGFR,LRRK1
EGFR,KRTAP15-1
EGFR,PTPN20B
EGFR,AASDH
EGFR,ARHGAP29
EGFR,FBLN7
EGFR,SLC45A4
EGFR,PAGE3
EGFR,DOPEY1
EGFR,CEP170
EGFR,EYS
EGFR,SWT1
EGFR,KIAA1217
EGFR,ATF7IP2
EGFR,ZMYM4
EGFR,CES4A
EGFR,WWC2
EGFR,HIST2H2AA3
EGFR,NADSYN1
EGFR,PLEKHA7
EGFR,ADAM5
EGFR,MAST2
EGFR,ARMCX5
EGFR,XRRA1
EGFR,SCYL2
EGFR,GIGYF2
EGFR,EML6
EGFR,LOC400499
EGFR,USP34
EGFR,USP31
EGFR,CYS1
EGFR,SMIM5
EGFR,RSRC2
EGFR,ZC3HAV1
EGFR,PID1
EGFR,SETX
EGFR,OR2W3
EGFR,PRSS42
EGFR,NEK8
EGFR,LRRTM4
EGFR,HEATR4
EGFR,ZNF573
EGFR,SLC13A5
EGFR,HRNR
EGFR,CCDC60
EGFR,FAM126B
EGFR,SRRM1
EGFR,CCDC146
EGFR,ZZZ3
EGFR,CENPL
EGFR,MIER1
EGFR,UNC80
EGFR,EFCAB3
EGFR,TRIML2
EGFR,C2orf61
EGFR,MRPL43
EGFR,TOPAZ1
EGFR,ZNF114
EGFR,SERBP1
EGFR,LSM14A
EGFR,CTCFL
EGFR,BBS10
EGFR,MAPK15
EGFR,CHD6
EGFR,TRAF3IP1
EGFR,UTP15
EGFR,HEXDC
EGFR,LMBR1
EGFR,KBTBD7
EGFR,MUC16
EGFR,DNAH7
EGFR,TTN
EGFR,ROBO4
EGFR,SLC39A7
EGFR,GBF1
EGFR,EDEM1
EGFR,ZNF516
EGFR,DHX38
EGFR,DAZL
EGFR,TMBIM1
EGFR,TMEM159
EGFR,DOCK10
EGFR,MTBP
EGFR,ELP4
EGFR,MTMR8
EGFR,RNF125
EGFR,DNAH8
EGFR,SCYL1
EGFR,ZFR
EGFR,PRICKLE1
EGFR,RUNDC3B
EGFR,SERPINB12
EGFR,SMG1
EGFR,PCNX
EGFR,SPEN
EGFR,TSG101
EGFR,SPAG8
EGFR,NABP2
EGFR,ZFYVE21
EGFR,SYT17
EGFR,CNPY3
EGFR,MTG1
EGFR,C2orf49
EGFR,PRR14
EGFR,PLVAP
EGFR,API5
EGFR,NXF2
EGFR,KATNBL1
EGFR,SPATC1L
EGFR,NUCKS1
EGFR,RWDD1
EGFR,DPEP3
EGFR,REEP4
EGFR,NOL6
EGFR,RPF1
EGFR,SNX29
EGFR,TRPM3
EGFR,IL1RAPL2
EGFR,MLXIPL
EGFR,RAB18
EGFR,INCENP
EGFR,EXOSC3
EGFR,SERTAD4
EGFR,RLIM
EGFR,GPATCH2
EGFR,BCLAF1
EGFR,RCC2
EGFR,HECW2
EGFR,CRCT1
EGFR,TMEM2
EGFR,TEKT2
EGFR,SLCO3A1
EGFR,RABGEF1
EGFR,ERRFI1
EGFR,HN1
EGFR,TNIK
EGFR,GPATCH8
EGFR,TRHDE
EGFR,BAG5
EGFR,GRID1
EGFR,SLC45A2
EGFR,MAGED2
EGFR,ING4
EGFR,ZC3H4
EGFR,AGTPBP1
EGFR,SHANK2
EGFR,SRRM2
EGFR,RUVBL2
EGFR,COA3
EGFR,NOSIP
EGFR,CBY1
EGFR,WIPI2
EGFR,PCDHGA3
EGFR,KRT3
EGFR,KRT10
EGFR,KRT2
EGFR,KRT5
EGFR,APOB
EGFR,GOLGB1
EGFR,GPR149
CRBN,IKZF1
IKZF1,CRBN
IKZF1,DDB1
PTEN,SLC9A3R1
GABBR1,DDIT3
SHC4,EGFR
SHC1,EGFR
SHC2,EGFR
SHC1,EGFR
SHC4,EGFR
NF2,EGFR
NCL,EGFR
DUSP10,MAPK9
DUSP16,MAPK9
DUSP8,MAPK9
FAN1,MLH1
PPP1CA,MKI67
PPP1CC,MKI67
PTPN9,LZTR1
PTPRD,COPG2
PTPRD,HADHA
PTPRD,HADHB
PTPRD,TPP2
SBF1,COL1A2
TENC1,DMD
TNS1,DMD
TNS3,DMD
TPTE,ATP2A2
TPTE,EMD
TPTE,ENAH
TPTE,FANCD2
TPTE,GCN1L1
TPTE,SPAG9
TPTE2,HAUS1
TPTE2,OTUD4
TPTE2,PEX19
CDC14B,MSH6
CTDSPL,EGFR
EYA2,BCOR
PTEN,PLEKHA1
PTEN,PTPN13
PTPN12,BCAR1
PTPRD,DSC3
PTPRD,TRIO
PTPRK,PIK3R1
TPTE,TOR1AIP2
TPTE,SCYL3
TPTE,UBXN4
TPTE,TRMT10C
TPTE,EMC3
TPTE,DDX54
TPTE,CLCC1
TPTE,VEZT
TPTE,STAM2
TPTE,EMC1
TPTE,CKAP4
TPTE,CCDC115
TPTE,C19orf26
TPTE,SLC38A1
TPTE,VAPB
TPTE,ACSL3
TPTE,ADCY9
TPTE,STAM
TPTE,SRPR
TPTE,CCDC47
TPTE2,PPP2R3A
TPTE2,CCDC14
TPTE2,CEP290
TPTE2,NCKAP5L
TPTE2,AKAP9
TPTE2,KIAA0753
TPTE2,PIBF1
TPTE2,CCDC77
TPTE2,CCDC18
TPTE2,CCDC61
TPTE2,SSFA2
TPTE2,CEP72
TPTE2,CDK5RAP2
TPTE2,CEP131
TPTE2,TBC1D31
TPTE2,MED4
TPTE2,KIF7
TPTE2,PCNT
TPTE2,CEP350
TPTE2,MIB1
TPTE2,SSX2IP
TPTE2,OFD1
TPTE2,CCDC138
DUSP16,MAPK9
DUSP22,QKI
PTEN,DLG1
PTEN,INS
CCND1,CDK4
DUSP4,QKI
DUSP5,RPL5
DUSP8,MAPK9
MTMR14,AFM
MTMR14,CDK4
MTMR8,CDK4
PARD6B,PRKCZ
A2M,PZP
MDM4,TP53
BCAR3,BCAR1
PCDHA10,PCDHA3
CDKN2C,CDK4
DCAF12L2,DCAF12L1
SOX2,SOX21
TLE3,MYH2
SH3KBP1,MDC1
CDKN2C,CDK6
SNTG2,DMD
POTEB3,POTEC
SOX2,SOX14
PCDHA3,PCDHA6
MAPRE1,DST
CCND3,CDK6
PSG8,PSG1
PRKCZ,LLGL2
DMD,DTNB
DMD,DTNA
UBXN4,BCL11A
DMD,CTNNAL1
HIF1A,MYH2
MDM4,CSNK1A1
RAD21,STAG2
BRAF,MAP2K1
DMD,SNTA1
WDR5,KMT2B
CDK4,OGFRL1
CPNE2,HIP1
HCFC2,KMT2B
KIF2B,SIKE1
CDK6,CDKN2B
TP53,CUL9
ASF1A,PAN3
UGT2A3,UGT2A2
TLE3,MYH8
PCDHA3,PCDHA9
PCDHB16,PCDHB7
CDK4,CDKN2B
PCDHA3,PCDHA1
PCDHA3,PCDHA11
DMD,SNTB1
IKZF1,IKZF3
BRAF,RAB3GAP1
DHRS9,CHIC2
PCDHA4,PCDHA1
PDZK1,ABCC4
MMRN1,F5
PCDHB7,PCDHB12
NUDT12,LZTR1
HIST1H4A,ATRX
P4HA3,KMT2B
POTEC,POTED
MAPK8,MAPK9
CDK6,CDKN2D
CEP83,POTEC
BRAF,MAP2K2
FGFR2,FGFR1
MDM4,FAM193A
GABRB2,GABRB3
CCND3,CDK4
ASF1B,PAN3
IFT57,SYNE1
DMD,SNTB2
CDK6,EIF2AK1
KIF2B,DAPK3
PIP4K2A,MLLT3
NCK2,TNK2
MDM4,PELI1
IKZF1,MIB2
MTA1,BCL11A
FAS,CASP8
IKZF1,IKZF2
